E1,2017/8/4,9401.71,1598.29,11000,有效发票
E1,2017/8/9,8170.94,1389.06,9560,有效发票
E1,2017/8/9,8170.94,1389.06,9560,有效发票
E1,2017/8/9,4085.47,694.53,4780,有效发票
E1,2017/8/9,4085.47,694.53,4780,有效发票
E1,2017/8/9,15042.73,2557.27,17600,有效发票
E1,2017/8/9,-2290.6,-389.4,-2680,有效发票
E1,2017/8/9,-12307.69,-2092.31,-14400,有效发票
E1,2017/8/10,12307.69,2092.31,14400,有效发票
E1,2017/8/10,2290.6,389.4,2680,有效发票
E1,2017/8/10,4000,680,4680,有效发票
E1,2017/8/16,889884.62,151280.38,1041165,有效发票
E1,2017/8/16,986793.16,167754.84,1154548,有效发票
E1,2017/8/16,885641.02,150558.98,1036200,有效发票
E1,2017/8/16,882703.42,150059.58,1032763,有效发票
E1,2017/8/16,965032.49,164055.51,1129088,有效发票
E1,2017/8/16,706110.25,120038.75,826149,有效发票
E1,2017/8/16,494087.2,83994.8,578082,有效发票
E1,2017/8/16,-38958.97,-6623.03,-45582,有效发票
E1,2017/8/16,-43213.68,-7346.32,-50560,有效发票
E1,2017/8/16,-90003.42,-15300.58,-105304,有效发票
E1,2017/8/16,41695.73,7088.27,48784,有效发票
E1,2017/8/16,12800,2176,14976,有效发票
E1,2017/8/16,34839.32,5922.68,40762,有效发票
E1,2017/8/17,-3059.83,-520.17,-3580,有效发票
E1,2017/8/17,-5153.85,-876.15,-6030,有效发票
E1,2017/8/17,-8598.29,-1461.71,-10060,有效发票
E1,2017/8/17,-6282.05,-1067.95,-7350,有效发票
E1,2017/8/17,-7230.77,-1229.23,-8460,有效发票
E1,2017/8/17,-21692.31,-3687.69,-25380,有效发票
E1,2017/8/17,-7094.02,-1205.98,-8300,有效发票
E1,2017/8/17,-3914.53,-665.47,-4580,有效发票
E1,2017/8/18,3914.53,665.47,4580,有效发票
E1,2017/8/18,7094.02,1205.98,8300,有效发票
E1,2017/8/18,21692.31,3687.69,25380,有效发票
E1,2017/8/18,7230.77,1229.23,8460,有效发票
E1,2017/8/18,6282.05,1067.95,7350,有效发票
E1,2017/8/18,8598.29,1461.71,10060,有效发票
E1,2017/8/18,5153.85,876.15,6030,有效发票
E1,2017/8/18,3059.83,520.17,3580,有效发票
E1,2017/8/21,427891.42,72741.58,500633,有效发票
E1,2017/8/21,857058.12,145699.88,1002758,有效发票
E1,2017/8/21,425462.34,72328.66,497791,有效发票
E1,2017/8/21,427961.52,72753.48,500715,有效发票
E1,2017/8/22,978127.3,166281.7,1144409,有效发票
E1,2017/8/22,984547.84,167373.16,1151921,有效发票
E1,2017/8/22,994058.07,168989.93,1163048,有效发票
E1,2017/8/22,998693.97,169778.03,1168472,有效发票
E1,2017/8/22,987889.61,167941.39,1155831,有效发票
E1,2017/8/22,993636.72,168918.28,1162555,有效发票
E1,2017/8/22,999209.39,169865.61,1169075,有效发票
E1,2017/8/22,994108.54,168998.46,1163107,有效发票
E1,2017/8/22,994820.51,169119.49,1163940,有效发票
E1,2017/8/22,972280.35,165287.65,1137568,有效发票
E1,2017/8/22,993066.63,168821.37,1161888,有效发票
E1,2017/8/22,981794.87,166905.13,1148700,有效发票
E1,2017/8/22,998299.07,169710.93,1168010,有效发票
E1,2017/8/22,987076.92,167803.08,1154880,有效发票
E1,2017/8/22,997656.43,169601.57,1167258,有效发票
E1,2017/8/22,370627.36,63006.64,433634,有效发票
E1,2017/8/22,989553.84,168224.16,1157778,作废发票
E1,2017/8/22,984110.27,167298.73,1151409,有效发票
E1,2017/8/22,985666.66,167563.34,1153230,有效发票
E1,2017/8/22,984705.97,167400.03,1152106,有效发票
E1,2017/8/22,999015.38,169832.62,1168848,有效发票
E1,2017/8/22,996588.9,169420.1,1166009,有效发票
E1,2017/8/22,987569.24,167886.76,1155456,有效发票
E1,2017/8/22,990697.44,168418.56,1159116,有效发票
E1,2017/8/22,982665.81,167053.19,1149719,有效发票
E1,2017/8/22,996182.9,169351.1,1165534,有效发票
E1,2017/8/22,994823.93,169120.07,1163944,有效发票
E1,2017/8/22,999316.23,169883.77,1169200,有效发票
E1,2017/8/22,988974.36,168125.64,1157100,有效发票
E1,2017/8/22,973369.23,165472.77,1138842,有效发票
E1,2017/8/22,979276.93,166477.07,1145754,有效发票
E1,2017/8/22,987897.44,167942.56,1155840,有效发票
E1,2017/8/22,979335.03,166486.97,1145822,有效发票
E1,2017/8/22,977820.51,166229.49,1144050,有效发票
E1,2017/8/22,977056.42,166099.58,1143156,有效发票
E1,2017/8/22,990834.2,168441.8,1159276,有效发票
E1,2017/8/22,999700.85,169949.15,1169650,有效发票
E1,2017/8/22,991367.52,168532.48,1159900,有效发票
E1,2017/8/22,982847.85,167084.15,1149932,有效发票
E1,2017/8/22,986511.11,167706.89,1154218,有效发票
E1,2017/8/22,990618.79,168405.21,1159024,有效发票
E1,2017/8/22,855044.48,145357.52,1000402,有效发票
E1,2017/8/22,441357.27,75030.73,516388,有效发票
E1,2017/8/22,-503708.97,-85630.53,-589339.5,有效发票
E1,2017/8/23,56694.88,9638.12,66333,有效发票
E1,2017/8/23,982910.17,167094.83,1150005,有效发票
E1,2017/8/23,980435.9,166674.1,1147110,有效发票
E1,2017/8/23,192435.04,32713.96,225149,有效发票
E1,2017/8/23,85.47,14.53,100,有效发票
E1,2017/8/23,991238.47,168510.53,1159749,有效发票
E1,2017/8/23,977370.95,166153.05,1143524,有效发票
E1,2017/8/23,995699.18,169268.82,1164968,有效发票
E1,2017/8/23,995632.51,169257.49,1164890,有效发票
E1,2017/8/23,986073.5,167632.5,1153706,有效发票
E1,2017/8/23,988370.09,168022.91,1156393,有效发票
E1,2017/8/23,994286.32,169028.68,1163315,有效发票
E1,2017/8/23,975588.93,165850.07,1141439,有效发票
E1,2017/8/23,989700,168249,1157949,有效发票
E1,2017/8/23,995020.51,169153.49,1164174,有效发票
E1,2017/8/23,992080.35,168653.65,1160734,有效发票
E1,2017/8/23,988771.8,168091.2,1156863,有效发票
E1,2017/8/23,997606.84,169593.16,1167200,有效发票
E1,2017/8/23,996183.76,169351.24,1165535,有效发票
E1,2017/8/23,996367.52,169382.48,1165750,有效发票
E1,2017/8/23,997058.98,169500.02,1166559,有效发票
E1,2017/8/23,992881.19,168789.81,1161671,有效发票
E1,2017/8/23,995068.38,169161.62,1164230,有效发票
E1,2017/8/23,413739.29,70335.71,484075,有效发票
E1,2017/8/23,330216.22,56136.78,386353,有效发票
E1,2017/8/24,40789.75,6934.25,47724,有效发票
E1,2017/8/24,183229.91,31149.09,214379,有效发票
E1,2017/8/24,982721.38,167062.62,1149784,有效发票
E1,2017/8/24,962598.29,163641.71,1126240,有效发票
E1,2017/8/24,990341.87,168358.13,1158700,有效发票
E1,2017/8/24,974947.02,165740.98,1140688,有效发票
E1,2017/8/24,985358.12,167510.88,1152869,有效发票
E1,2017/8/24,984273.51,167326.49,1151600,有效发票
E1,2017/8/24,987586.33,167889.67,1155476,有效发票
E1,2017/8/24,989135.07,168152.93,1157288,有效发票
E1,2017/8/24,911248.71,154912.29,1066161,有效发票
E1,2017/8/24,994260.72,169024.28,1163285,有效发票
E1,2017/8/24,998128.18,169681.82,1167810,有效发票
E1,2017/8/24,972437.61,165314.39,1137752,有效发票
E1,2017/8/24,984642.74,167389.26,1152032,有效发票
E1,2017/8/24,977773.5,166221.5,1143995,有效发票
E1,2017/8/24,996823.95,169460.05,1166284,有效发票
E1,2017/8/24,979162.4,166457.6,1145620,有效发票
E1,2017/8/24,977982.97,166257.03,1144240,有效发票
E1,2017/8/24,728786.36,123893.64,852680,有效发票
E1,2017/8/24,162815.38,27678.62,190494,有效发票
E1,2017/8/24,304252.99,51723.01,355976,有效发票
E1,2017/8/24,131769.23,22400.77,154170,有效发票
E1,2017/8/24,51646.17,8779.83,60426,有效发票
E1,2017/8/24,102477.79,17421.21,119899,有效发票
E1,2017/8/24,117200.01,19923.99,137124,有效发票
E1,2017/8/24,192530.78,32730.22,225261,有效发票
E1,2017/8/24,569262.39,96774.61,666037,有效发票
E1,2017/8/24,988080.34,167973.66,1156054,有效发票
E1,2017/8/24,991490.59,168553.41,1160044,有效发票
E1,2017/8/24,944253,160523,1104776,有效发票
E1,2017/8/24,964043.61,163887.39,1127931,有效发票
E1,2017/8/24,862884.62,146690.38,1009575,有效发票
E1,2017/8/24,879125.64,149451.36,1028577,有效发票
E1,2017/8/24,881938.47,149929.53,1031868,有效发票
E1,2017/8/24,926927.36,157577.64,1084505,有效发票
E1,2017/8/24,867787.18,147523.82,1015311,有效发票
E1,2017/8/24,241332.49,41026.51,282359,有效发票
E1,2017/8/24,856941.04,145679.96,1002621,作废发票
E1,2017/8/24,286063.25,48630.75,334694,有效发票
E1,2017/8/24,486171.8,82649.2,568821,有效发票
E1,2017/8/24,145477.77,24731.23,170209,有效发票
E1,2017/8/24,474572.65,80677.35,555250,有效发票
E1,2017/8/24,184318.8,31334.2,215653,有效发票
E1,2017/8/24,855005.13,145350.87,1000356,有效发票
E1,2017/8/24,123757.27,21038.73,144796,有效发票
E1,2017/8/24,195758.11,33278.89,229037,有效发票
E1,2017/8/24,357345.29,60748.71,418094,有效发票
E1,2017/8/24,684323.91,116335.09,800659,有效发票
E1,2017/8/24,124019.64,21083.36,145103,作废发票
E1,2017/8/24,124019.64,21083.36,145103,有效发票
E1,2017/8/24,985341.88,167508.12,1152850,有效发票
E1,2017/8/24,993200.86,168844.14,1162045,有效发票
E1,2017/8/24,989361.54,168191.46,1157553,有效发票
E1,2017/8/24,992760.69,168769.31,1161530,有效发票
E1,2017/8/24,991850.42,168614.58,1160465,有效发票
E1,2017/8/24,989604.27,168232.73,1157837,有效发票
E1,2017/8/24,995538.46,169241.54,1164780,有效发票
E1,2017/8/24,997885.47,169640.53,1167526,有效发票
E1,2017/8/24,998853,169805,1168658,有效发票
E1,2017/8/24,992777.78,168772.22,1161550,有效发票
E1,2017/8/24,994706.85,169100.15,1163807,有效发票
E1,2017/8/24,996689.75,169437.25,1166127,有效发票
E1,2017/8/24,994127.37,169001.63,1163129,有效发票
E1,2017/8/24,993573.5,168907.5,1162481,有效发票
E1,2017/8/24,991445.29,168545.71,1159991,有效发票
E1,2017/8/24,999252.11,169872.89,1169125,有效发票
E1,2017/8/24,996116.24,169339.76,1165456,有效发票
E1,2017/8/24,993370.91,168873.09,1162244,有效发票
E1,2017/8/24,996282.04,169367.96,1165650,有效发票
E1,2017/8/24,991837.55,168612.45,1160450,有效发票
E1,2017/8/24,964123.94,163901.06,1128025,有效发票
E1,2017/8/24,743846.14,126453.86,870300,有效发票
E1,2017/8/24,228614.52,38864.48,267479,有效发票
E1,2017/8/24,68454.71,11637.29,80092,有效发票
E1,2017/8/25,855174.35,145379.65,1000554,有效发票
E1,2017/8/25,872508.53,148326.47,1020835,有效发票
E1,2017/8/25,698005.97,118661.03,816667,有效发票
E1,2017/8/25,478135.03,81282.97,559418,有效发票
E1,2017/8/25,96570.95,16417.05,112988,有效发票
E1,2017/8/25,433760.73,73739.27,507500,有效发票
E1,2017/8/25,950498.24,161584.76,1112083,有效发票
E1,2017/8/25,692329.92,117696.08,810026,有效发票
E1,2017/8/25,530843.56,90243.44,621087,有效发票
E1,2017/8/25,320153.84,54426.16,374580,有效发票
E1,2017/8/25,258810.26,43997.74,302808,有效发票
E1,2017/8/25,192255.56,32683.44,224939,有效发票
E1,2017/8/25,360177.78,61230.22,421408,有效发票
E1,2017/8/25,156603.41,26622.59,183226,作废发票
E1,2017/8/25,128654.7,21871.3,150526,有效发票
E1,2017/8/25,562689.77,95657.23,658347,有效发票
E1,2017/8/25,513525.64,87299.36,600825,有效发票
E1,2017/8/25,989553.84,168224.16,1157778,有效发票
E1,2017/8/25,641316.26,109023.74,750340,有效发票
E1,2017/8/25,568489.73,96643.27,665133,有效发票
E1,2017/8/25,994747.86,169107.14,1163855,有效发票
E1,2017/8/25,995852.14,169294.86,1165147,有效发票
E1,2017/8/25,993538.46,168901.54,1162440,有效发票
E1,2017/8/25,998686.33,169776.67,1168463,有效发票
E1,2017/8/25,995757.3,169278.7,1165036,有效发票
E1,2017/8/25,997765.76,169620.24,1167386,有效发票
E1,2017/8/25,155799.15,26485.85,182285,有效发票
E1,2017/8/25,39829.04,6770.96,46600,有效发票
E1,2017/8/25,940250.41,159842.59,1100093,有效发票
E1,2017/8/26,700969.2,119164.8,820134,有效发票
E1,2017/8/26,214100,36397,250497,有效发票
E1,2017/8/26,239760.69,40759.31,280520,有效发票
E1,2017/8/26,271287.2,46118.8,317406,有效发票
E1,2017/8/26,855574.32,145447.68,1001022,作废发票
E1,2017/8/26,854284.58,145228.42,999513,作废发票
E1,2017/8/26,889107.68,151148.32,1040256,作废发票
E1,2017/8/26,889107.68,151148.32,1040256,有效发票
E1,2017/8/26,994070.95,168992.05,1163063,有效发票
E1,2017/8/26,328996.59,55929.41,384926,有效发票
E1,2017/8/28,83181.19,14140.81,97322,有效发票
E1,2017/8/28,59992.3,10198.7,70191,作废发票
E1,2017/8/28,689829.05,117270.95,807100,有效发票
E1,2017/8/28,157735.03,26814.97,184550,有效发票
E1,2017/8/28,51025.65,8674.35,59700,有效发票
E1,2017/8/28,846277.75,143867.25,990145,有效发票
E1,2017/8/28,49907.69,8484.31,58392,有效发票
E1,2017/8/28,103321.37,17564.63,120886,有效发票
E1,2017/8/28,170958.13,29062.87,200021,有效发票
E1,2017/8/28,67249.57,11432.43,78682,有效发票
E1,2017/8/28,384716.24,65401.76,450118,有效发票
E1,2017/8/28,276102.56,46937.44,323040,有效发票
E1,2017/8/28,341105.97,57988.03,399094,有效发票
E1,2017/8/28,344150.43,58505.57,402656,有效发票
E1,2017/8/28,513027.35,87214.65,600242,有效发票
E1,2017/8/28,423151.28,71935.72,495087,有效发票
E1,2017/8/28,167821.36,28529.64,196351,有效发票
E1,2017/8/28,96988.89,16488.11,113477,有效发票
E1,2017/8/28,421599.11,71671.89,493271,有效发票
E1,2017/8/28,16831.63,2861.37,19693,有效发票
E1,2017/8/28,480881.2,81749.8,562631,有效发票
E1,2017/8/28,643405.89,109379.11,752785,有效发票
E1,2017/8/28,684014.5,116282.5,800297,有效发票
E1,2017/8/28,685180.34,116480.66,801661,有效发票
E1,2017/8/28,854915.39,145335.61,1000251,有效发票
E1,2017/8/28,597261.53,101534.47,698796,有效发票
E1,2017/8/28,62647.85,10650.15,73298,有效发票
E1,2017/8/28,601930.79,102328.21,704259,有效发票
E1,2017/8/28,262951.26,44701.74,307653,有效发票
E1,2017/8/28,342026.47,58144.53,400171,有效发票
E1,2017/8/28,103287.15,17558.85,120846,有效发票
E1,2017/8/28,496065.79,84331.21,580397,有效发票
E1,2017/8/28,171676.93,29185.07,200862,有效发票
E1,2017/8/28,832445.33,141515.67,973961,有效发票
E1,2017/8/28,186052.14,31628.86,217681,有效发票
E1,2017/8/28,556221.25,94557.75,650779,有效发票
E1,2017/8/28,683276.93,116157.07,799434,有效发票
E1,2017/8/28,41702.56,7089.44,48792,有效发票
E1,2017/8/28,314044.43,53387.57,367432,有效发票
E1,2017/8/28,79256.4,13473.6,92730,有效发票
E1,2017/8/28,64721.35,11002.65,75724,有效发票
E1,2017/8/29,256529.07,43609.93,300139,有效发票
E1,2017/8/29,5982.91,1017.09,7000,作废发票
E1,2017/8/29,5982.91,1017.09,7000,有效发票
E1,2017/8/29,256506.82,43606.18,300113,有效发票
E1,2017/8/29,512948.68,87201.32,600150,有效发票
E1,2017/8/29,700974.37,119165.63,820140,有效发票
E1,2017/8/29,407355.49,69250.51,476606,有效发票
E1,2017/8/29,282417.06,48010.94,330428,有效发票
E1,2017/8/29,316358.13,53780.87,370139,有效发票
E1,2017/8/29,362851.28,61684.72,424536,有效发票
E1,2017/8/29,140238.47,23840.53,164079,有效发票
E1,2017/8/29,256604.27,43622.73,300227,有效发票
E1,2017/8/29,453245.31,77051.69,530297,有效发票
E1,2017/8/29,633169.21,107638.79,740808,有效发票
E1,2017/8/29,368433.34,62633.66,431067,有效发票
E1,2017/8/29,363515.39,61797.61,425313,有效发票
E1,2017/8/30,59992.3,10198.7,70191,有效发票
E1,2017/8/30,728152.98,123786.02,851939,有效发票
E1,2017/8/30,373162.38,63437.62,436600,有效发票
E1,2017/8/30,342199.15,58173.85,400373,有效发票
E1,2017/8/30,396735.88,67445.12,464181,有效发票
E1,2017/9/21,-191300.97,-32521.17,-223822.14,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,-854700.85,-145299.15,-1000000,有效发票
E1,2017/9/21,990593.16,168400.84,1158994,有效发票
E1,2017/9/21,992676.92,168755.08,1161432,有效发票
E1,2017/9/21,992676.92,168755.08,1161432,有效发票
E1,2017/9/21,992676.92,168755.08,1161432,有效发票
E1,2017/9/21,998769.23,169790.77,1168560,有效发票
E1,2017/9/21,994847,169124,1163971,有效发票
E1,2017/9/21,989924.77,168287.23,1158212,有效发票
E1,2017/9/21,997573.49,169587.51,1167161,有效发票
E1,2017/9/21,983841.02,167252.98,1151094,作废发票
E1,2017/9/25,375687.17,63866.83,439554,有效发票
E1,2017/9/25,14525.65,2469.35,16995,有效发票
E1,2017/9/25,969475.23,164810.77,1134286,有效发票
E1,2017/9/25,876796.57,149055.43,1025852,有效发票
E1,2017/9/25,929679.48,158045.52,1087725,有效发票
E1,2017/9/25,654564.1,111275.9,765840,有效发票
E1,2017/9/25,484849.56,82424.44,567274,有效发票
E1,2017/9/25,854529.92,145270.08,999800,有效发票
E1,2017/9/25,428000,72760,500760,有效发票
